,Número REDS,Qtde Veículos,Natureza Principal Completa,Ano Fato,Mês Fato Resumido,Mês Numérico Fato,Data Fato,Dia da Semana Fato,Horário Fato,Faixa 1 Hora Fato,Faixa 6 Horas Fato,Tipo Veículo,Alvo Corrigido,Situação Veículo,Causa Presumida,Descrição Meio Utilizado,Descrição Grupo Local Imediato,Descrição Local Imediato,Logradouro Ocorrência - Tipo,Bairro,Bairro Não Cadastrado,Bairro - FATO FINAL,Bairro - FATO FINAL - Municipio ,Município,Município - Código,UF - Sigla,RISP ,RMBH
51920,2016-018097848-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,20/08/2016,SÁBADO,07:00:00,De 07:00 as 07:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,LOCAL / ESTABELECIMENTO DE LAZER / CULTURA /,JARDIM / PARQUE / PRACA,AVENIDA,INDUSTRIAL,,INDUSTRIAL,"INDUSTRIAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
51924,2016-018099392-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,20/08/2016,SÁBADO,07:00:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTENARIO,,CENTENARIO,"CENTENARIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52145,2016-018282905-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,06/09/2016,TERÇA-FEIRA,06:28:00,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VILA ESPERANCA,,VILA ESPERANCA,"VILA ESPERANCA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52167,2016-018300890-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,23/08/2016,TERÇA-FEIRA,07:00:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,MORRO DA GLORIA,,MORRO DA GLORIA,"MORRO DA GLORIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52238,2016-018372975-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,23/08/2016,TERÇA-FEIRA,20:30:00,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA CRUZ,,SANTA CRUZ,"SANTA CRUZ, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52260,2016-018388125-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,24/08/2016,QUARTA-FEIRA,06:00:00,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,ESTABELECIMENTO COMERCIAL / SERVICOS,POSTO DE COMBUSTIVEL,AVENIDA,MORRO DA GLORIA,,MORRO DA GLORIA,"MORRO DA GLORIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52304,2016-018428291-001,1.0,FURTO CONSUMADO,2016.0,JUN,6.0,24/06/2016,SEXTA-FEIRA,20:00:00,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BENFICA,,BENFICA,"BENFICA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52373,2016-018491363-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,25/08/2016,QUINTA-FEIRA,07:00:00,De 07:00 as 07:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PARQUE INDEPENDENCIA,,PARQUE INDEPENDENCIA,"PARQUE INDEPENDENCIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52543,2016-018652419-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,27/08/2016,SÁBADO,03:20:00,De 03:00 as 03:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,LADEIRA,,LADEIRA,"LADEIRA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52616,2016-018710966-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,28/08/2016,DOMINGO,04:10:00,De 04:00 as 04:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTENARIO,,CENTENARIO,"CENTENARIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52621,2016-018714440-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,28/08/2016,DOMINGO,07:00:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,CONHECIMENTO TECNICO ESPECIFICO,RESIDENCIA UNIFAMILIAR URBANA,CASA,RUA,AMAZONIA,AMAZONIA,AMAZONIA,"AMAZONIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52633,2016-018722932-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,28/08/2016,DOMINGO,11:30:00,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO MATEUS,,SAO MATEUS,"SAO MATEUS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52659,2016-018747256-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,28/08/2016,DOMINGO,08:00:00,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA DE LOURDES,,NOSSA SENHORA DE LOURDES,"NOSSA SENHORA DE LOURDES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52854,2016-018902085-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,30/08/2016,TERÇA-FEIRA,15:54:00,De 15:00 as 15:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRANBERY,,GRANBERY,"GRANBERY, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52883,2016-018927286-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,30/08/2016,TERÇA-FEIRA,00:30:00,De 00:00 as 00:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,DOM BOSCO,dom bosco,DOM BOSCO,"DOM BOSCO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52938,2016-018961055-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,31/08/2016,QUARTA-FEIRA,10:50:00,De 10:00 as 10:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VITORINO BRAGA,,VITORINO BRAGA,"VITORINO BRAGA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52962,2016-018986977-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,31/08/2016,QUARTA-FEIRA,15:17:00,De 15:00 as 15:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PAINEIRAS,,PAINEIRAS,"PAINEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
52966,2016-018989563-001,1.0,FURTO CONSUMADO,2016.0,AGO,8.0,31/08/2016,QUARTA-FEIRA,16:01:00,De 16:00 as 16:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,FURTADO DE MENEZES,,FURTADO DE MENEZES,"FURTADO DE MENEZES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53083,2016-019089219-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,01/09/2016,QUINTA-FEIRA,17:53:00,De 17:00 as 17:59,De 12:00 as 17:59,CAMINHONETE,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,CRUZEIRO DO SUL,,CRUZEIRO DO SUL,"CRUZEIRO DO SUL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53189,2016-019170799-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,02/09/2016,SEXTA-FEIRA,17:54:00,De 17:00 as 17:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MARIANO PROCOPIO,,MARIANO PROCOPIO,"MARIANO PROCOPIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53229,2016-019198307-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,03/09/2016,SÁBADO,07:49:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO JUDAS TADEU,,SAO JUDAS TADEU,"SAO JUDAS TADEU, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53258,2016-019222483-002,1.0,FURTO CONSUMADO,2016.0,SET,9.0,03/09/2016,SÁBADO,20:29:00,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,SANTA HELENA,,SANTA HELENA,"SANTA HELENA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53282,2016-019248018-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,04/09/2016,DOMINGO,00:11:00,De 00:00 as 00:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,ALTO DOS PASSOS,,ALTO DOS PASSOS,"ALTO DOS PASSOS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53294,2016-019253534-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,04/09/2016,DOMINGO,03:19:00,De 03:00 as 03:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53300,2016-019257532-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,04/09/2016,DOMINGO,07:50:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JARDIM NATAL,,JARDIM NATAL,"JARDIM NATAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53311,2016-019261452-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,04/09/2016,DOMINGO,10:27:00,De 10:00 as 10:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MILHO BRANCO,,MILHO BRANCO,"MILHO BRANCO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53346,2016-019283032-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,04/09/2016,DOMINGO,11:00:00,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53349,2016-019289986-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,04/09/2016,DOMINGO,20:38:00,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,SANTA TEREZINHA,,SANTA TEREZINHA,"SANTA TEREZINHA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53400,2016-019327940-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,05/09/2016,SEGUNDA-FEIRA,09:19:00,De 09:00 as 09:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,ESTABELECIMENTO COMERCIAL / SERVICOS,LOJA DIVERSA,AVENIDA,MORRO DA GLORIA,,MORRO DA GLORIA,"MORRO DA GLORIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53486,2016-019411720-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,06/09/2016,TERÇA-FEIRA,09:08:00,De 09:00 as 09:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,RESIDENCIA UNIFAMILIAR URBANA,CASA,RUA,FONTESVILLE I,fontes ville 1,FONTESVILLE I,"FONTESVILLE I, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53489,2016-019413093-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,06/09/2016,TERÇA-FEIRA,06:58:00,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BENFICA,,BENFICA,"BENFICA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53499,2016-019421804-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,06/09/2016,TERÇA-FEIRA,10:48:00,De 10:00 as 10:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,RESIDENCIA UNIFAMILIAR URBANA,CASA,RUA,FILGUEIRAS,,FILGUEIRAS,"FILGUEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53581,2016-019519749-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,07/09/2016,QUARTA-FEIRA,16:54:00,De 16:00 as 16:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BORBOLETA,,BORBOLETA,"BORBOLETA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53690,2016-019624920-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,08/09/2016,QUINTA-FEIRA,20:29:00,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53787,2016-019713309-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,09/09/2016,SEXTA-FEIRA,19:58:00,De 19:00 as 19:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,POCO RICO,,POCO RICO,"POCO RICO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53799,2016-019723674-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,09/09/2016,SEXTA-FEIRA,16:14:00,De 16:00 as 16:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,RESIDENCIA UNIFAMILIAR URBANA,CASA,RUA,PREVIDENCIARIOS,,PREVIDENCIARIOS,"PREVIDENCIARIOS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53833,2016-019735954-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,10/09/2016,SÁBADO,07:30:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA DE LOURDES,,NOSSA SENHORA DE LOURDES,"NOSSA SENHORA DE LOURDES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
53966,2016-019834038-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,11/09/2016,DOMINGO,22:14:00,De 22:00 as 22:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,PRACA,VALE DOS BANDEIRANTES,,VALE DOS BANDEIRANTES,"VALE DOS BANDEIRANTES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54080,2016-019942491-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,13/09/2016,TERÇA-FEIRA,00:42:00,De 00:00 as 00:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO MATEUS,,SAO MATEUS,"SAO MATEUS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54106,2016-019959915-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,13/09/2016,TERÇA-FEIRA,09:48:00,De 09:00 as 09:59,De 06:00 as 11:59,CAMINHONETE,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA DE LOURDES,,NOSSA SENHORA DE LOURDES,"NOSSA SENHORA DE LOURDES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54151,2016-019993619-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,13/09/2016,TERÇA-FEIRA,11:35:00,De 11:00 as 11:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PARTICULAR/PRIVADA,AVENIDA,INDUSTRIAL,,INDUSTRIAL,"INDUSTRIAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54164,2016-020006149-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,13/09/2016,TERÇA-FEIRA,15:42:00,De 15:00 as 15:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MIGUEL MARINHO,,MIGUEL MARINHO,"MIGUEL MARINHO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54278,2016-020120794-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,15/09/2016,QUINTA-FEIRA,00:03:00,De 00:00 as 00:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO MATEUS,,SAO MATEUS,"SAO MATEUS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54325,2016-020151494-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,15/09/2016,QUINTA-FEIRA,10:55:00,De 10:00 as 10:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,BOM PASTOR,,BOM PASTOR,"BOM PASTOR, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54441,2016-020256515-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,16/09/2016,SEXTA-FEIRA,15:23:00,De 15:00 as 15:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BENFICA,,BENFICA,"BENFICA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54453,2016-020270600-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,16/09/2016,SEXTA-FEIRA,16:23:00,De 16:00 as 16:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,DEMOCRATA,,DEMOCRATA,"DEMOCRATA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54520,2016-020325404-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,17/09/2016,SÁBADO,15:47:00,De 15:00 as 15:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MARIANO PROCOPIO,,MARIANO PROCOPIO,"MARIANO PROCOPIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54586,2016-020374119-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,18/09/2016,DOMINGO,14:06:00,De 14:00 as 14:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VITORINO BRAGA,,VITORINO BRAGA,"VITORINO BRAGA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54714,2016-020485613-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,19/09/2016,SEGUNDA-FEIRA,17:58:00,De 17:00 as 17:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,CONHECIMENTO TECNICO ESPECIFICO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,IPIRANGA,,IPIRANGA,"IPIRANGA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54725,2016-020498982-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,19/09/2016,SEGUNDA-FEIRA,20:00:00,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,CONHECIMENTO TECNICO ESPECIFICO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO MATEUS,,SAO MATEUS,"SAO MATEUS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54737,2016-020506651-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,19/09/2016,SEGUNDA-FEIRA,19:00:00,De 19:00 as 19:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,DEPOSITO,OUTROS - DEPOSITO EM GERAL,RUA,JARDIM DOS ALFINEIROS,JARDIM DOS ALFINEIROS,JARDIM DOS ALFINEIROS,"JARDIM DOS ALFINEIROS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54752,2016-020520172-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,20/09/2016,TERÇA-FEIRA,09:45:00,De 09:00 as 09:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,POCO RICO,,POCO RICO,"POCO RICO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54816,2016-020585479-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,20/09/2016,TERÇA-FEIRA,18:53:00,De 18:00 as 18:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,NAO INFORMADO,BOTANAGUA,,BOTANAGUA,"BOTANAGUA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
54826,2016-020593434-001,1.0,FURTO CONSUMADO,2016.0,SET,9.0,20/09/2016,TERÇA-FEIRA,22:22:00,De 22:00 as 22:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,INDUSTRIAL,,INDUSTRIAL,"INDUSTRIAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
